group_type,group_name,scenario,metric,n_attempted,n_normally_completed,n_excluded,excluded_reasons,median,q1,q3,iqr,maximum
input_batch,03_multiple_corridors/input_01,3,execution_time,10,10,0,,13.225882649421692,13.213133037090302,13.243166625499725,0.030033588409423828,13.274927854537964
input_batch,03_multiple_corridors/input_01,3,execution_time_increase_percent,10,10,0,,0.6332551002663367,0.5309482593137078,0.7681713892729546,0.23722312995924677,0.9796833965659358
input_batch,04_multiple_narrow_corridors/input_01,4,position_error_rms,10,10,0,,0.06117739792318497,0.059987963334567594,0.06203209723630031,0.002044133901732713,0.06723553343441431
input_batch,04_multiple_narrow_corridors/input_01,4,position_error_p95,10,10,0,,0.12972565253304733,0.1287706877465148,0.13262879715541648,0.0038581094089016887,0.13820378211887577
input_batch,04_multiple_narrow_corridors/input_01,4,position_error_max,10,10,0,,0.1807414203116653,0.15198326510425722,0.1936472237347311,0.04166395863047387,0.20389155222593058
input_batch,04_multiple_narrow_corridors/input_01,4,path_error_rms,10,10,0,,0.01589907527846646,0.014955257909368386,0.016711521169602044,0.0017562632602336585,0.017997713000152286
input_batch,04_multiple_narrow_corridors/input_01,4,path_error_p95,10,10,0,,0.027411057549691538,0.02579244423170764,0.029365171960279452,0.0035727277285718118,0.03109143119039548
input_batch,04_multiple_narrow_corridors/input_01,4,path_error_max,10,10,0,,0.032787070220327355,0.030467747870000686,0.03405122425218743,0.0035834763821867427,0.0402994628157315
input_batch,04_multiple_narrow_corridors/input_01,4,heading_abs_error_rms,10,10,0,,0.04838263719578861,0.048012420793183797,0.0526075763690943,0.004595155575910503,0.05408254383686246
input_batch,04_multiple_narrow_corridors/input_01,4,final_position_error,10,10,0,,0.046600201034706926,0.04584276494778557,0.04700081853009905,0.0011580535823134744,0.04796557569692796
input_batch,04_multiple_narrow_corridors/input_01,4,final_heading_abs_error,10,10,0,,0.08119268207193531,0.0725802824279752,0.08414252262105149,0.011562240193076279,0.09244660530167259
input_batch,04_multiple_narrow_corridors/input_01,4,execution_time,10,10,0,,8.567259669303894,8.544672429561615,8.573935091495514,0.029262661933898926,8.620457172393799
input_batch,04_multiple_narrow_corridors/input_01,4,execution_time_increase_percent,10,10,0,,-1.435118105759273,-1.516306232839678,-1.3276566786637125,0.1886495541759654,-0.9986729751566771
scenario_number,1,1,position_error_rms,10,10,0,,0.06341813930944204,0.06229700022993814,0.06379251518394297,0.001495514954004823,0.06655412688970601
scenario_number,1,1,position_error_p95,10,10,0,,0.12632462803989597,0.12280911614412832,0.12953687759877744,0.006727761454649123,0.13821982180200001
scenario_number,1,1,position_error_max,10,10,0,,0.1502634811120071,0.14424938795150416,0.16329570797356535,0.01904632002206119,0.1959846287188421
scenario_number,1,1,path_error_rms,10,10,0,,0.019996537817706744,0.019522908666837428,0.02052376435742456,0.001000855690587131,0.021913920135692197
scenario_number,1,1,path_error_p95,10,10,0,,0.05261290715707856,0.04977875905895885,0.053922486842042684,0.004143727783083834,0.05628930510563939
scenario_number,1,1,path_error_max,10,10,0,,0.06822186486221019,0.06546758456269051,0.07003104766784127,0.004563463105150753,0.0725508179350083
scenario_number,1,1,heading_abs_error_rms,10,10,0,,0.1720535707467765,0.1680742159556376,0.17679174470364656,0.008717528748008962,0.1835287500364979
scenario_number,1,1,final_position_error,10,10,0,,0.008876809675370575,0.007764550462230053,0.011051890407177165,0.003287339944947112,0.012456352496848844
scenario_number,1,1,final_heading_abs_error,10,10,0,,0.09886523076655829,0.09766823755477139,0.09964095195992628,0.001972714405154896,0.09993672815736732
scenario_number,1,1,execution_time,10,10,0,,12.291993379592896,12.260541498661041,12.317060947418213,0.05651944875717163,12.342313289642334
scenario_number,1,1,execution_time_increase_percent,10,10,0,,4.746776531572183,4.640055056871602,4.767145276329703,0.1270902194581014,5.060395476888737
scenario_number,2,2,position_error_rms,41,39,2,end_reason=timeout,0.06537830687563304,0.058805077472349795,0.07440938187479951,0.015604304402449712,0.20101282407353419
scenario_number,2,2,position_error_p95,41,39,2,end_reason=timeout,0.11356650880008026,0.0952760701732922,0.13255877941113625,0.03728270923784405,0.4379779955887368
scenario_number,2,2,position_error_max,41,39,2,end_reason=timeout,0.12016835566605262,0.10196761517678511,0.14374732698085252,0.04177971180406741,0.44714989742973654
scenario_number,2,2,path_error_rms,41,39,2,end_reason=timeout,0.051327428046588436,0.03638231102490546,0.05593959828041586,0.019557287255510397,0.09244969313475296
scenario_number,2,2,path_error_p95,41,39,2,end_reason=timeout,0.08552948028906412,0.06317513843015425,0.10493814612720237,0.04176300769704812,0.17326189335665224
scenario_number,2,2,path_error_max,41,39,2,end_reason=timeout,0.0963429442909657,0.06428001916251345,0.11580743653590955,0.0515274173733961,0.17549083244494793
scenario_number,2,2,heading_abs_error_rms,41,39,2,end_reason=timeout,0.3944693245299181,0.26717000601943375,0.4896909120286691,0.22252090600923535,1.0668255192196356
scenario_number,2,2,final_position_error,41,39,2,end_reason=timeout,0.048774630656737795,0.04519453438145473,0.0497911818170018,0.004596647435547073,0.049919249696806826
scenario_number,2,2,final_heading_abs_error,41,39,2,end_reason=timeout,0.0816573508023839,0.030505304814345102,0.0928192229840723,0.0623139181697272,0.09927291958079287
scenario_number,2,2,execution_time,41,39,2,end_reason=timeout,4.153517007827759,3.271127223968506,4.457698583602905,1.1865713596343994,9.452012777328491
scenario_number,2,2,execution_time_increase_percent,41,39,2,end_reason=timeout,19.19402194459238,6.129552343996584,32.74603912921486,26.61648678521827,187.78488863242862
scenario_number,3,3,position_error_rms,10,10,0,,0.05622087963980448,0.05423700151954608,0.058449728252606074,0.004212726733059995,0.11058832629871569
scenario_number,3,3,position_error_p95,10,10,0,,0.1141324505405801,0.10553629187007883,0.12375973732524106,0.018223445455162232,0.2658457279081668
scenario_number,3,3,position_error_max,10,10,0,,0.14947810239391202,0.1378543287755566,0.15796909467502648,0.020114765899469894,0.29089883534684824
scenario_number,3,3,path_error_rms,10,10,0,,0.024539943948008215,0.023526904147327075,0.025067785611163053,0.0015408814638359775,0.02957467105218485
scenario_number,3,3,path_error_p95,10,10,0,,0.047481778493049326,0.046718494379520484,0.05026773468368412,0.003549240304163634,0.06847740827955155
scenario_number,3,3,path_error_max,10,10,0,,0.06066799026419223,0.05754841742411024,0.06446010590612923,0.006911688482018993,0.09262498473347454
scenario_number,3,3,heading_abs_error_rms,10,10,0,,0.1563412461058311,0.15257947303100775,0.16187260191635083,0.009293128885343088,0.299432729548433
scenario_number,3,3,final_position_error,10,10,0,,0.03752747664361098,0.030230215699416144,0.03982038854632514,0.009590172846908999,0.04718197110303224
scenario_number,3,3,final_heading_abs_error,10,10,0,,0.09596030300903924,0.09492951013926554,0.09714173228405165,0.0022122221447861135,0.09854199045306888
scenario_number,3,3,execution_time,10,10,0,,13.225882649421692,13.213133037090302,13.243166625499725,0.030033588409423828,13.274927854537964
