run_id,relative_path,batch,scenario,title,session,run_index,end_reason,normally_completed,exclusion_reason,t_start,t_end,stored_execution_time,theoretical_time,start_pose_predefined,start_pose_used,goal_pose,n_reference_samples,n_measured_samples_total,n_command_samples_total,n_measured_samples_execution,n_command_samples_compared,n_pose_samples_after_reference_end,final_sample_time_offset,final_position_error,final_heading_abs_error,execution_time,execution_time_increase,execution_time_increase_percent,position_error_median,position_error_rms,position_error_p95,position_error_max,position_error_mean,heading_abs_error_median,heading_abs_error_rms,heading_abs_error_p95,heading_abs_error_max,heading_abs_error_mean,path_error_median,path_error_rms,path_error_p95,path_error_max,reference_command_v_rms_difference,reference_command_omega_rms_difference
s10septs2_mod_run002,02_right_angle_overlapping_circles/input_02_updated_start_and_goal/s10septs2_mod_run002.json,02_right_angle_overlapping_circles/input_02_updated_start_and_goal,2,Experiment 2 - Right-Angle Turn (overlapping circles),s10septs2_mod,2,goal_reached,True,,1789055801.2548928,1789055804.5259552,3.2710623741149902,2.686813593425339,"[1.33, -0.54, 1.5707963267948966]","[1.3339303148774864, -0.5584418557377067, 1.580530757391622]","[1.82, 0.22, -0.5235987755982988]",55,167,66,164,54,30,0.0,0.04980669313630772,0.003020343306477713,3.2710623741149902,0.5842487806896512,21.745043352442245,0.06668372472315406,0.07929563314740676,0.11646243329668589,0.13691290950076984,0.07451104913293102,0.43267291086529713,0.43563817539962296,0.7141969204085317,0.7289152470148603,0.375285283171274,0.0515285692395326,0.054879813274269454,0.10468266216726742,0.11485865142495913,0.11529291768863491,0.8601920367622907
s10septs2_mod_run003,02_right_angle_overlapping_circles/input_02_updated_start_and_goal/s10septs2_mod_run003.json,02_right_angle_overlapping_circles/input_02_updated_start_and_goal,2,Experiment 2 - Right-Angle Turn (overlapping circles),s10septs2_mod,3,goal_reached,True,,1789055819.7428713,1789055827.0455058,7.3026344776153564,2.6372748521839946,"[1.33, -0.54, 1.5707963267948966]","[1.3488943683190646, -0.5323172180829294, 1.5269784116593055]","[1.82, 0.22, -0.5235987755982988]",54,370,114,368,53,234,0.0,0.04901882211451294,0.013647456699811933,7.3026344776153564,4.665359625431362,176.90077397764813,0.055584832459870476,0.06340642454866831,0.10425363248513762,0.13030286632843743,0.06051725525500773,0.01241088465772422,0.26167144263044656,0.5656556612918294,0.6604651489813094,0.15466052879846978,0.05495772352652273,0.052839589957382964,0.07575268391001097,0.0893336924794687,0.12146196786438108,0.876697360547083
s10septs2_mod_run004,02_right_angle_overlapping_circles/input_02_updated_start_and_goal/s10septs2_mod_run004.json,02_right_angle_overlapping_circles/input_02_updated_start_and_goal,2,Experiment 2 - Right-Angle Turn (overlapping circles),s10septs2_mod,4,goal_reached,True,,1789055836.2911658,1789055840.7454138,4.454247951507568,2.7261109625776987,"[1.33, -0.54, 1.5707963267948966]","[1.3292654630004217, -0.5502261144626157, 1.6353998613012999]","[1.82, 0.22, -0.5235987755982988]",56,227,90,225,55,87,0.0,0.04987293520492893,0.009555120329955535,4.454247951507568,1.7281369889298697,63.39202668756426,0.05651731930049461,0.07047355125611694,0.11589311704842495,0.12016835566605262,0.06502113809900333,0.2683389149574631,0.3699043513027438,0.6118828340013441,0.6248571697767984,0.2798305115032828,0.05092509943992483,0.050954716179708495,0.07836391057849247,0.09351798024825839,0.11270777557512987,0.9337072876265297
s10septs2_mod_run005,02_right_angle_overlapping_circles/input_02_updated_start_and_goal/s10septs2_mod_run005.json,02_right_angle_overlapping_circles/input_02_updated_start_and_goal,2,Experiment 2 - Right-Angle Turn (overlapping circles),s10septs2_mod,5,goal_reached,True,,1789055853.0583208,1789055859.7868907,6.728569984436035,2.7021722778886637,"[1.33, -0.54, 1.5707963267948966]","[1.3316996730723842, -0.5554108634607231, 1.600538401073711]","[1.82, 0.22, -0.5235987755982988]",56,340,116,337,55,202,0.0,0.046657561086324725,0.06202809075393212,6.728569984436035,4.026397706547371,149.00595863167496,0.05887925577588347,0.0671404797227573,0.10097021102891836,0.11171284962935839,0.06460991268612681,0.011662442222848846,0.27266856940842094,0.5726754493632928,0.6350109442259964,0.1714993527618848,0.05782105012750598,0.056638063752031294,0.08200459431153276,0.1012846054926343,0.11096771099826672,0.8334206414227839
s10septs2_mod_run006,02_right_angle_overlapping_circles/input_02_updated_start_and_goal/s10septs2_mod_run006.json,02_right_angle_overlapping_circles/input_02_updated_start_and_goal,2,Experiment 2 - Right-Angle Turn (overlapping circles),s10septs2_mod,6,goal_reached,True,,1789055871.0914872,1789055874.2283444,3.136857271194458,2.708518719365901,"[1.33, -0.54, 1.5707963267948966]","[1.3352991479196157, -0.548569459186131, 1.624346612348925]","[1.82, 0.22, -0.5235987755982988]",56,162,63,159,55,22,0.0,0.0493207191236797,0.025390035471109407,3.136857271194458,0.4283385518285572,15.814494792520271,0.06229134733072129,0.07415177893062709,0.11313992402612658,0.11903631206769766,0.06849859223624548,0.45549489788096675,0.49223401904353054,0.7922679419377227,0.8139734167685084,0.4350066759007668,0.05036300301550659,0.053897166799870395,0.1083183720457394,0.11802559804217111,0.11770565367904005,0.9949565842322777
s10septs2_mod_run007,02_right_angle_overlapping_circles/input_02_updated_start_and_goal/s10septs2_mod_run007.json,02_right_angle_overlapping_circles/input_02_updated_start_and_goal,2,Experiment 2 - Right-Angle Turn (overlapping circles),s10septs2_mod,7,goal_reached,True,,1789055888.0923128,1789055891.025695,2.933382272720337,2.643007628644368,"[1.33, -0.54, 1.5707963267948966]","[1.3487328804164622, -0.5457732495869947, 1.5479683798441466]","[1.82, 0.22, -0.5235987755982988]",54,150,59,147,53,15,0.0,0.04981975207771127,0.053453508452333764,2.933382272720337,0.2903746440759689,10.986523115898297,0.06078550077257894,0.07721799301039702,0.11616131145879569,0.1216003451949279,0.07225195703639369,0.44813296507931977,0.4547847056581663,0.6898042238808285,0.8580246662473763,0.409098733097304,0.041616277865942554,0.047971356918572274,0.09371724315478126,0.099831238552735,0.12356411896941213,0.9088606214025216
s10septs2_mod_run008,02_right_angle_overlapping_circles/input_02_updated_start_and_goal/s10septs2_mod_run008.json,02_right_angle_overlapping_circles/input_02_updated_start_and_goal,2,Experiment 2 - Right-Angle Turn (overlapping circles),s10septs2_mod,8,goal_reached,True,,1789055901.5943804,1789055906.5254023,4.9310219287872314,2.6721733075615233,"[1.33, -0.54, 1.5707963267948966]","[1.3328274343015913, -0.5453934899540602, 1.5392447836690193]","[1.82, 0.22, -0.5235987755982988]",55,249,99,249,54,113,0.0,0.049919249696806826,0.010076577049977331,4.9310219287872314,2.258848621225708,84.53226498572458,0.06219233044346685,0.07466698481897194,0.11590491648805987,0.13493064212863473,0.07068509573414876,0.2055256051480301,0.35751251576161824,0.691886558893162,0.8604617689171077,0.25591382311664435,0.057951522806978795,0.0578916779019644,0.09858831394957378,0.11695752911180207,0.12213230258556104,0.8995498171294546
s10septs2_mod_run009,02_right_angle_overlapping_circles/input_02_updated_start_and_goal/s10septs2_mod_run009.json,02_right_angle_overlapping_circles/input_02_updated_start_and_goal,2,Experiment 2 - Right-Angle Turn (overlapping circles),s10septs2_mod,9,goal_reached,True,,1789055914.4934058,1789055917.3264394,2.833033561706543,2.583515058344485,"[1.33, -0.54, 1.5707963267948966]","[1.3440120141784395, -0.5446046573102237, 1.4050097479890429]","[1.82, 0.22, -0.5235987755982988]",53,147,57,144,52,13,0.0,0.04311293335961913,0.09927291958079287,2.833033561706543,0.24951850336205794,9.658101374564824,0.06713812859589777,0.08300591691218893,0.14081193329717132,0.14364196960147477,0.07484714565866857,0.38625742983463196,0.41537094021444243,0.6345496673866646,0.6470781468179139,0.3738599636621304,0.02434120206612421,0.036692724997081635,0.06217362408867832,0.06324563765480971,0.14761319388754765,0.8514920108341308
s10septs2_mod_run010,02_right_angle_overlapping_circles/input_02_updated_start_and_goal/s10septs2_mod_run010.json,02_right_angle_overlapping_circles/input_02_updated_start_and_goal,2,Experiment 2 - Right-Angle Turn (overlapping circles),s10septs2_mod,10,goal_reached,True,,1789055926.8448188,1789055931.305968,4.461149215698242,2.706570170121443,"[1.33, -0.54, 1.5707963267948966]","[1.3329995044524026, -0.5434918465179082, 1.6074179354512055]","[1.82, 0.22, -0.5235987755982988]",56,228,90,228,55,92,0.0,0.04970187242552054,0.059728792396247954,4.461149215698242,1.7545790455767993,64.8266601378405,0.06173387065292881,0.06952858161961464,0.11071144183094406,0.11801595927922497,0.06482187598527266,0.23382211760332572,0.3605270535229163,0.6553655183139966,0.8724601600636497,0.2823038863543862,0.0557785763440098,0.056804179257109226,0.10158281182699794,0.11716425569677005,0.11988941883161194,0.908724191640704
s10septs2_last_run001,02_right_angle_overlapping_circles/input_03_final_start_and_goal/s10septs2_last_run001.json,02_right_angle_overlapping_circles/input_03_final_start_and_goal,2,Experiment 2 - Right-Angle Turn (overlapping circles),s10septs2_last,1,goal_reached,True,,1789056988.992765,1789056992.245768,3.2530031204223633,3.3435308774672095,"[1.33, -0.54, 1.5707963267948966]","[1.3368860261199669, -0.5475911729366567, 1.5850264539273005]","[1.92, 0.62, 3.141592653589793]",68,175,66,163,66,0,0.0,0.04838058917360709,0.09296284114677134,3.2530031204223633,-0.09052775704484617,-2.707549604369819,0.05416818942494821,0.05946704484070015,0.09652850213792431,0.09959214585593207,0.05576737039539816,0.1925732328570735,0.2510621232981647,0.45330932227270887,0.47187382236902353,0.21310500950445052,0.02928611245653005,0.03328504038919962,0.05784185679213743,0.059592180797559076,0.10629051651275916,0.7443147256356079
s10septs2_last_run002,02_right_angle_overlapping_circles/input_03_final_start_and_goal/s10septs2_last_run002.json,02_right_angle_overlapping_circles/input_03_final_start_and_goal,2,Experiment 2 - Right-Angle Turn (overlapping circles),s10septs2_last,2,goal_reached,True,,1789057010.2158651,1789057013.5056987,3.2898335456848145,3.3236784130981203,"[1.33, -0.54, 1.5707963267948966]","[1.3371402705192765, -0.5475003641908289, 1.546327745947693]","[1.92, 0.62, 3.141592653589793]",68,166,66,165,66,0,0.0,0.04812266763103279,0.09071866475482615,3.2898335456848145,-0.033844867413305835,-1.018295490921392,0.054489281128647725,0.06537830687563304,0.11377936848047958,0.13292601785146355,0.060047834857395656,0.17025941127409272,0.2396548724008873,0.4569005328179216,0.4756865900146465,0.19737224807288015,0.03385988644076599,0.035245543784393416,0.05761603399628697,0.05962005309927533,0.1201240153314266,0.8222593625949169
s10septs2_last_run003,02_right_angle_overlapping_circles/input_03_final_start_and_goal/s10septs2_last_run003.json,02_right_angle_overlapping_circles/input_03_final_start_and_goal,2,Experiment 2 - Right-Angle Turn (overlapping circles),s10septs2_last,3,goal_reached,True,,1789057024.369102,1789057027.6254232,3.2563211917877197,3.3253978190559588,"[1.33, -0.54, 1.5707963267948966]","[1.3367565035412439, -0.5501100417699805, 1.5497633377691125]","[1.92, 0.62, 3.141592653589793]",68,168,66,165,66,0,0.0,0.046888884536444936,0.08449855000149498,3.2563211917877197,-0.06907662726823904,-2.0772440179156995,0.04932832919459356,0.06411194239893532,0.11356650880008026,0.11661913302900198,0.05863458784663839,0.1718847442784055,0.24442410261296674,0.46591030476629886,0.48059610551249676,0.19913333588365173,0.02700672518541981,0.03085391178510424,0.054913401390389506,0.05704153105426244,0.11979947493143679,0.8185474976544659
s10septs2_last_run004,02_right_angle_overlapping_circles/input_03_final_start_and_goal/s10septs2_last_run004.json,02_right_angle_overlapping_circles/input_03_final_start_and_goal,2,Experiment 2 - Right-Angle Turn (overlapping circles),s10septs2_last,4,goal_reached,True,,1789057036.8204334,1789057040.126776,3.306342601776123,3.340843180665023,"[1.33, -0.54, 1.5707963267948966]","[1.336617346680771, -0.5492798375286401, 1.5795760245810195]","[1.92, 0.62, 3.141592653589793]",68,169,67,168,67,0,0.0,0.0499047751782407,0.03069523259337137,3.306342601776123,-0.0345005788888999,-1.0326907616786811,0.05139782146108961,0.062295453273856355,0.1097698665061843,0.1127582262918158,0.05581050841814421,0.15577757582968266,0.24817291790209176,0.5020112443716039,0.5200394730248505,0.19677346617299868,0.026293495219345438,0.03207425536468031,0.06103387319946803,0.06361999442038499,0.11726094070071459,0.8614835984647216
s10septs2_last_run005,02_right_angle_overlapping_circles/input_03_final_start_and_goal/s10septs2_last_run005.json,02_right_angle_overlapping_circles/input_03_final_start_and_goal,2,Experiment 2 - Right-Angle Turn (overlapping circles),s10septs2_last,5,goal_reached,True,,1789057052.1157799,1789057055.386972,3.2711920738220215,3.3458334194323083,"[1.33, -0.54, 1.5707963267948966]","[1.3388681830097895, -0.5482276628004041, 1.59832800396851]","[1.92, 0.62, 3.141592653589793]",68,167,66,164,66,0,0.0,0.049775670497695886,0.08898310788589425,3.2711920738220215,-0.07464134561028679,-2.2308745311938236,0.04997264775902023,0.0608182351448171,0.10308649018048514,0.11458840578875762,0.05632031415159011,0.16310351417186486,0.24911853470555936,0.4530966112656466,0.4764707510351567,0.20505906638391513,0.030874851689683243,0.03454176904150113,0.05936839206457562,0.062037173176665746,0.1173707475395364,0.8163685805332918
s10septs2_last_run006,02_right_angle_overlapping_circles/input_03_final_start_and_goal/s10septs2_last_run006.json,02_right_angle_overlapping_circles/input_03_final_start_and_goal,2,Experiment 2 - Right-Angle Turn (overlapping circles),s10septs2_last,6,goal_reached,True,,1789057067.217756,1789057070.646237,3.428480863571167,3.341566605443175,"[1.33, -0.54, 1.5707963267948966]","[1.3248491015420443, -0.5519789928254748, 1.5336604193073358]","[1.92, 0.62, 3.141592653589793]",68,176,69,172,67,5,0.0,0.04970640772992536,0.004396997971709116,3.428480863571167,0.08691425812799203,2.601003313428344,0.0564238064921962,0.06729206566004875,0.11746468504389504,0.12732342549978878,0.06152822205757584,0.1567926973761269,0.24196580238426066,0.465545522602815,0.4877044091259455,0.19487540439511397,0.031241983459919957,0.036071897052729285,0.06323887187816465,0.06434604267701918,0.11977119419835626,0.8486010771294363
s10septs2_last_run007,02_right_angle_overlapping_circles/input_03_final_start_and_goal/s10septs2_last_run007.json,02_right_angle_overlapping_circles/input_03_final_start_and_goal,2,Experiment 2 - Right-Angle Turn (overlapping circles),s10septs2_last,7,goal_reached,True,,1789057081.4148235,1789057084.7459168,3.3310933113098145,3.3864547450711457,"[1.33, -0.54, 1.5707963267948966]","[1.3344801674098523, -0.5473921373434916, 1.6606854236288822]","[1.92, 0.62, 3.141592653589793]",69,170,67,169,67,0,0.0,0.045453045209502,0.0816573508023839,3.3310933113098145,-0.05536143376133129,-1.634790302215251,0.04594005237225999,0.05414678504043817,0.09167837697357763,0.09490614222417366,0.048502737119131986,0.15372120827194413,0.25394021007814205,0.5084157288505451,0.5244902066788804,0.19951925786990832,0.02603287650061849,0.030719378210757903,0.050021152400404105,0.052119709991477026,0.10787570326404511,0.8434144514688348
s10septs2_last_run008,02_right_angle_overlapping_circles/input_03_final_start_and_goal/s10septs2_last_run008.json,02_right_angle_overlapping_circles/input_03_final_start_and_goal,2,Experiment 2 - Right-Angle Turn (overlapping circles),s10septs2_last,8,goal_reached,True,,1789057093.919111,1789057097.185783,3.266671895980835,3.356141719049348,"[1.33, -0.54, 1.5707963267948966]","[1.3293584845223227, -0.5501230356436997, 1.580421470259101]","[1.92, 0.62, 3.141592653589793]",69,167,66,165,66,0,0.0,0.04407681388361208,0.09775899182641723,3.266671895980835,-0.08946982306851314,-2.6658535472648675,0.04898155882388945,0.06621097954283851,0.12029826879322002,0.1236768727834177,0.05739342131505072,0.16547960663404293,0.2751542556081496,0.569873147465771,0.5908088233081088,0.21481870005027726,0.017451711673896992,0.028349405517230905,0.05546953466850899,0.05739135596512451,0.1153222989878213,0.8661405005344285
s10septs2_last_run009,02_right_angle_overlapping_circles/input_03_final_start_and_goal/s10septs2_last_run009.json,02_right_angle_overlapping_circles/input_03_final_start_and_goal,2,Experiment 2 - Right-Angle Turn (overlapping circles),s10septs2_last,9,goal_reached,True,,1789057105.6766841,1789057108.9056876,3.229003429412842,3.3488832742553107,"[1.33, -0.54, 1.5707963267948966]","[1.3321289246218704, -0.5507529621060794, 1.5778145127907341]","[1.92, 0.62, 3.141592653589793]",68,167,65,163,65,0,0.0,0.048774630656737795,0.0461880491026303,3.229003429412842,-0.11987984484246894,-3.579696126289339,0.054159440819053925,0.06354266553580228,0.10428868454181685,0.10677547259954387,0.05897272454486163,0.17111070816826857,0.26009280252342826,0.4793539541355837,0.49707740298489433,0.21559736401450116,0.02894485031437194,0.03480698786171354,0.06311140498214385,0.06421399564800773,0.11074568623582817,0.7731313915040269
s10septs2_last_run010,02_right_angle_overlapping_circles/input_03_final_start_and_goal/s10septs2_last_run010.json,02_right_angle_overlapping_circles/input_03_final_start_and_goal,2,Experiment 2 - Right-Angle Turn (overlapping circles),s10septs2_last,10,goal_reached,True,,1789057116.869258,1789057120.0863445,3.2170865535736084,3.2758427499093266,"[1.33, -0.54, 1.5707963267948966]","[1.3242437107415852, -0.5462589388249235, 1.3898235656405618]","[1.92, 0.62, 3.141592653589793]",67,166,65,163,65,0,0.0,0.049476446017161224,0.0978938626298631,3.2170865535736084,-0.05875619633571816,-1.793620781624652,0.0550521217386984,0.07701026155802536,0.14133490997982,0.1438526843602303,0.06714524992264599,0.1496231010285447,0.2324505498077669,0.4997422781071711,0.5153910865964866,0.18125358200566455,0.022745792732483675,0.028984761415484436,0.05405397664257178,0.05554817122489407,0.14419464767477197,0.7452578099926179
s10septs3_run001,03_multiple_corridors/input_01/s10septs3_run001.json,03_multiple_corridors/input_01,3,Experiment 3 - Multiple Corridors,s10septs3,1,goal_reached,True,,1789054691.5146427,1789054704.7260938,13.211451053619385,13.160458990331694,"[-0.27999999999999997, -0.7, -1.5707963267948966]","[-0.2814020850337404, -0.7039299247889796, -1.5974824647520272]","[1.2050000000000003, 3.8320508075688773, -1.5707963267948966]",265,673,265,661,264,3,0.0,0.037160414967749175,0.09854199045306888,13.211451053619385,0.05099206328769057,0.3874641707037102,0.0581736990009277,0.11058832629871569,0.2658457279081668,0.29089883534684824,0.08472650178959337,0.08339458974217973,0.299432729548433,0.9157938495808366,1.1545741354361372,0.1617234052142214,0.016043018568969836,0.02957467105218485,0.06847740827955155,0.09262498473347454,0.08258495662437215,0.6480499763247355
s10septs3_run002,03_multiple_corridors/input_01/s10septs3_run002.json,03_multiple_corridors/input_01,3,Experiment 3 - Multiple Corridors,s10septs3,2,goal_reached,True,,1789054725.447878,1789054738.6660569,13.218178987503052,13.13433409330936,"[-0.27999999999999997, -0.7, -1.5707963267948966]","[-0.27730900804718006, -0.7052587022751604, -1.5558858425865738]","[1.2050000000000003, 3.8320508075688773, -1.5707963267948966]",264,665,265,663,263,5,0.0,0.0356853857853308,0.09850332803952222,13.218178987503052,0.08384489419369245,0.6383642565967856,0.049995853420710355,0.05615186782141274,0.10796467542625553,0.17095911165604,0.051213270634173164,0.07596862314095354,0.15250659993344465,0.37949586781155265,0.5554532971676309,0.10819398625590168,0.017832664332608845,0.024803796928289434,0.04719002098269377,0.06295550540508452,0.06746534514253016,0.525176899864315
s10septs3_run003,03_multiple_corridors/input_01/s10septs3_run003.json,03_multiple_corridors/input_01,3,Experiment 3 - Multiple Corridors,s10septs3,3,goal_reached,True,,1789054754.4950292,1789054767.6869183,13.19188904762268,13.125471168590572,"[-0.27999999999999997, -0.7, -1.5707963267948966]","[-0.27452438185719497, -0.6909699402785212, -1.5790254651333229]","[1.2050000000000003, 3.8320508075688773, -1.5707963267948966]",264,663,264,661,263,4,0.0,0.039916074426917,0.096419861480733,13.19188904762268,0.06641787903210883,0.5060228176116657,0.04737607533223247,0.058607633108443566,0.12646419220966554,0.1481926661932342,0.05165500541103308,0.07653147399032445,0.16362832127370774,0.41532589337863346,0.7976350100645968,0.11066411771134957,0.01686864032954372,0.02379379781826087,0.04923884281597395,0.0592019075473206,0.06885276320080232,0.5389548974764301
s10septs3_run004,03_multiple_corridors/input_01/s10septs3_run004.json,03_multiple_corridors/input_01,3,Experiment 3 - Multiple Corridors,s10septs3,4,goal_reached,True,,1789054782.846509,1789054796.0659714,13.219462394714355,13.124203584773806,"[-0.27999999999999997, -0.7, -1.5707963267948966]","[-0.2770503973627214, -0.6880513486181021, -1.57439079935522]","[1.2050000000000003, 3.8320508075688773, -1.5707963267948966]",264,667,265,663,263,5,0.0,0.0260935422670492,0.09479527482038819,13.219462394714355,0.09525880994054958,0.7258254516187571,0.04767275940647415,0.05314085883372417,0.1047268306846866,0.15964245261231164,0.04860436027691108,0.07753499222272886,0.152798092323697,0.389533665006523,0.6503943579003808,0.10643466620767264,0.01711548192635715,0.022501160597625105,0.04279460958576937,0.05598341237080913,0.06865712753751681,0.5176822235325143
s10septs3_run005,03_multiple_corridors/input_01/s10septs3_run005.json,03_multiple_corridors/input_01,3,Experiment 3 - Multiple Corridors,s10septs3,5,goal_reached,True,,1789054820.699797,1789054833.9462712,13.246474266052246,13.143527113116996,"[-0.27999999999999997, -0.7, -1.5707963267948966]","[-0.2841423885599803, -0.6936560030978605, -1.5770388325435605]","[1.2050000000000003, 3.8320508075688773, -1.5707963267948966]",264,667,265,665,263,6,0.0,0.04718197110303224,0.09706800203098709,13.246474266052246,0.10294715293525059,0.7832536278067341,0.050126521612922595,0.0579760136850936,0.11432145267036299,0.1397663819945324,0.052631001954914484,0.07991076265645347,0.15629440336502565,0.38844790656847644,0.5599358466775968,0.11154514393744394,0.017762775047893805,0.025741981910494243,0.050610698639587504,0.06496163940647746,0.06498656232495276,0.5140679400543283
s10septs3_run006,03_multiple_corridors/input_01/s10septs3_run006.json,03_multiple_corridors/input_01,3,Experiment 3 - Multiple Corridors,s10septs3,6,goal_reached,True,,1789054849.3990958,1789054862.6462567,13.247160911560059,13.14433453048477,"[-0.27999999999999997, -0.7, -1.5707963267948966]","[-0.27872093674218545, -0.6955879588421148, -1.592586651554534]","[1.2050000000000003, 3.8320508075688773, -1.5707963267948966]",264,667,265,665,263,6,0.0,0.03789453831947279,0.09533221609589759,13.247160911560059,0.10282638107528896,0.7822867018243538,0.049376242186195435,0.056289891458196226,0.1139434484107972,0.13721697770256466,0.051272595222856855,0.0813318750316192,0.15638808884663655,0.3834196708218653,0.5691810554764789,0.11153513927802333,0.017185926626033528,0.024865076036063416,0.04656131884512939,0.05934805626600371,0.06700379734095013,0.5178602710270691
s10septs3_run007,03_multiple_corridors/input_01/s10septs3_run007.json,03_multiple_corridors/input_01,3,Experiment 3 - Multiple Corridors,s10septs3,7,goal_reached,True,,1789054879.451961,1789054892.726889,13.274927854537964,13.146137329827884,"[-0.27999999999999997, -0.7, -1.5707963267948966]","[-0.27963106956897343, -0.6930429372056413, -1.5987216855747792]","[1.2050000000000003, 3.8320508075688773, -1.5707963267948966]",264,666,266,664,263,7,0.0,0.040487808642559284,0.09162264821311705,13.274927854537964,0.12879052471008023,0.9796833965659358,0.04984943209795991,0.054106927984381076,0.1018378969585874,0.12703848247889854,0.050536564649966885,0.07822047221233408,0.14677685956402378,0.3457281768323604,0.5280203152808891,0.10729554913324597,0.018573348168161342,0.024276090967727,0.04540245819151989,0.056997254049706784,0.06652746429022079,0.5134012891845673
s10septs3_run008,03_multiple_corridors/input_01/s10septs3_run008.json,03_multiple_corridors/input_01,3,Experiment 3 - Multiple Corridors,s10septs3,8,goal_reached,True,,1789054912.292925,1789054925.5261686,13.233243703842163,13.150638501493361,"[-0.27999999999999997, -0.7, -1.5707963267948966]","[-0.28275180423322643, -0.6905831582955728, -1.6026115357400923]","[1.2050000000000003, 3.8320508075688773, -1.5707963267948966]",265,666,265,664,263,5,0.0,0.03953333090454957,0.0936801995660943,13.233243703842163,0.08260520234880175,0.6281459439358877,0.046002416482813384,0.059063258858970305,0.13239727593814718,0.15076353859458985,0.05138257339179567,0.07655650768555233,0.1727569689609493,0.48766908849228574,0.6364514060747215,0.11486512488523044,0.01690187045932472,0.025135355469529597,0.050945915787511495,0.06506001350939163,0.06961468132266588,0.5456068332332824
s10septs3_run009,03_multiple_corridors/input_01/s10septs3_run009.json,03_multiple_corridors/input_01,3,Experiment 3 - Multiple Corridors,s10septs3,9,goal_reached,True,,1789054946.3936176,1789054959.56607,13.172452449798584,13.124103362929652,"[-0.27999999999999997, -0.7, -1.5707963267948966]","[-0.2816377185350101, -0.7038778226152669, -1.5241022163665485]","[1.2050000000000003, 3.8320508075688773, -1.5707963267948966]",264,664,264,661,263,3,0.0,0.028411825670777924,0.09550074453734547,13.172452449798584,0.04834908686893158,0.3683991624562972,0.047755673830205125,0.05462722212504109,0.11564637267196762,0.15294902086317103,0.049099762943260274,0.07531346509864179,0.15660544384428007,0.3629362955928803,0.8206982800662406,0.10720090312706063,0.017406828459022448,0.023437939590349142,0.04762741960360745,0.06198792426238074,0.06781138373172477,0.517937588264874
s10septs3_run010,03_multiple_corridors/input_01/s10septs3_run010.json,03_multiple_corridors/input_01,3,Experiment 3 - Multiple Corridors,s10septs3,10,goal_reached,True,,1789054977.4954448,1789054990.7277477,13.232302904129028,13.152634165489854,"[-0.27999999999999997, -0.7, -1.5707963267948966]","[-0.2778537762317992, -0.7095039317471885, -1.5811835175905131]","[1.2050000000000003, 3.8320508075688773, -1.5707963267948966]",265,664,265,662,263,4,0.0,0.024181503907021208,0.09716630903507317,13.232302904129028,0.07966873863917456,0.6057245844198343,0.048959976976027914,0.0518566266162971,0.09444911438562242,0.11179067006024922,0.04813252449154486,0.07719656727855684,0.14411486196633272,0.3349199054331721,0.5189354840561835,0.10545894983010771,0.016689075180790547,0.02326903949159251,0.04733613738249119,0.05372979022524916,0.07042947179606467,0.5187577220511107
s10septs4_run001,04_multiple_narrow_corridors/input_01/s10septs4_run001.json,04_multiple_narrow_corridors/input_01,4,Experiment 4 - Narrow Corridors,s10septs4,1,goal_reached,True,,1789055027.8290877,1789055036.3659766,8.536888837814331,8.694105605305909,"[-0.22999999999999993, -0.7, 0.0]","[-0.23195766148418384, -0.7028637206762793, -0.03248972605960826]","[1.8451150572225252, 2.29, 0.5235987755982988]",175,438,172,427,172,0,0.0,0.046929955330619604,0.0844867588850926,8.536888837814331,-0.15721676749157787,-1.8083144446236121,0.0612762878714878,0.06723553343441431,0.11935734185329461,0.13875084072102306,0.06306446430040226,0.040164073682852575,0.05319731628548226,0.0999181604925649,0.14771010469812396,0.04312897522409069,0.013342481634239062,0.01696405009508589,0.029777882141005123,0.03333157463455011,0.08504435121983998,0.4229839923874353
s10septs4_run002,04_multiple_narrow_corridors/input_01/s10septs4_run002.json,04_multiple_narrow_corridors/input_01,4,Experiment 4 - Narrow Corridors,s10septs4,2,goal_reached,True,,1789055053.042926,1789055061.607991,8.565064907073975,8.69671611596075,"[-0.22999999999999993, -0.7, 0.0]","[-0.23331924554824157, -0.7031370149283354, 0.1390142647497504]","[1.8451150572225252, 2.29, 0.5235987755982988]",175,433,172,431,172,0,0.0,0.044778122899201016,0.08078117430141507,8.565064907073975,-0.13165120888677606,-1.5138036832680053,0.044400149830207306,0.060360803136983776,0.1288270680689363,0.1952062595129354,0.05208071420445143,0.03787211105387023,0.05408254383686246,0.10555070210251705,0.20827689043425224,0.042785414649425195,0.011895350443960668,0.014587332469993965,0.0258081849276307,0.03042054325687889,0.0847512604017975,0.397038679067146
