session,run_index,scenario,start_pose_source,stamp,end_criterion,placement_error_xy,placement_error_yaw,theoretical_time,theoretical_time_to_radius,execution_time,time_overhead,time_ratio,time_overhead_to_radius,time_ratio_to_radius,cross_track_mean,cross_track_rms,cross_track_max,tracking_mean,tracking_rms,tracking_max,heading_error_rms,final_position_error,final_heading_error,final_heading_error_vs_entry,reference_path_length,executed_path_length,path_length_ratio,end_reason
s10septs2_last,1,2,measured,1789056988.783295,pose,0.01024906153162785,0.014230127132403902,3.3435308774672095,3.29353087746721,3.2530031204223633,-0.09052775704484617,0.9729245039563018,-0.04052775704484679,0.9876947390042344,0.027717948328788048,0.03328504038919962,0.059592180797559076,0.05576737039539816,0.05946704484070015,0.09959214585593207,0.2510621232981647,0.04838058917360709,0.09296284114677135,0.007037158853228753,1.4953842543887725,1.5679148955180193,1.0485030124641062,goal_reached
s10septs2_last,2,2,measured,1789057010.1838777,pose,0.010355622921076106,0.024468580847203603,3.3236784130981203,3.2736784130981205,3.2898335456848145,-0.033844867413305835,0.989817045090786,0.016155132586693988,1.0049348563139424,0.02962888688889256,0.035245543784393416,0.05962005309927533,0.060047834857395656,0.06537830687563304,0.13292601785146355,0.2396548724008873,0.04812266763103278,0.09071866475482615,0.009281335245173938,1.4950880241772837,1.5735033474218372,1.0524486331082104,goal_reached
s10septs2_last,3,2,measured,1789057024.2908878,pose,0.01215990479788345,0.0210329890257841,3.3253978190559588,3.27539781905596,3.2563211917877197,-0.06907662726823904,0.979227559820843,-0.01907662726824011,0.9941757831194568,0.02575171225386733,0.03085391178510424,0.05704153105426244,0.05863458784663839,0.06411194239893532,0.11661913302900198,0.24442410261296674,0.046888884536444936,0.08449855000149498,0.015501449998505112,1.4977305362231612,1.5631194422433807,1.0436586585095016,goal_reached
s10septs2_last,4,2,measured,1789057036.7773252,pose,0.011397572621021767,0.008779697786122977,3.340843180665023,3.290843180665023,3.306342601776123,-0.0345005788888999,0.9896730923832132,0.01549942111109992,1.004709863174935,0.025603262949717424,0.03207425536468031,0.06361999442038498,0.05581050841814421,0.062295453273856355,0.1127582262918158,0.24817291790209176,0.0499047751782407,0.03069523259337137,0.06930476740662873,1.4971025531063857,1.5733329072923836,1.0509185920682755,goal_reached
s10septs2_last,5,2,measured,1789057052.054109,pose,0.012097070101982183,0.027531677173613378,3.3458334194323083,3.295833419432308,3.2711920738220215,-0.07464134561028679,0.9776912546880617,-0.024641345610286525,0.9925234857244299,0.028267978847200042,0.03454176904150113,0.062037173176665746,0.05632031415159011,0.0608182351448171,0.11458840578875762,0.2491185347055594,0.04977567049769588,0.08898310788589425,0.011016892114105836,1.4942594228764985,1.5738181734469459,1.0532429304794304,goal_reached
s10septs2_last,6,2,measured,1789057067.1388748,pose,0.013039479438878968,0.03713590748756079,3.341566605443175,3.2915666054431756,3.428480863571167,0.08691425812799203,1.0260100331342834,0.1369142581279914,1.0415954694343963,0.029703899670883965,0.036071897052729285,0.06434604267701918,0.06152822205757584,0.06729206566004875,0.12732342549978878,0.24196580238426066,0.049706407729925364,0.004396997971709116,0.09560300202829097,1.5096399458646,1.6016091880720744,1.060921309388645,goal_reached
s10septs2_last,7,2,measured,1789057081.377702,pose,0.008643818283915056,0.0898890968339856,3.3864547450711457,3.336454745071146,3.3310933113098145,-0.05536143376133129,0.9836520969778475,-0.005361433761331469,0.99839307463431,0.026126679282129386,0.030719378210757903,0.052119709991477026,0.048502737119131986,0.05414678504043817,0.09490614222417366,0.25394021007814205,0.04545304520950199,0.0816573508023839,0.01834264919761619,1.497282046231402,1.5702286093536104,1.048719319987715,goal_reached
s10septs2_last,8,2,measured,1789057093.881786,pose,0.010143342287023207,0.00962514346420451,3.356141719049348,3.3061417190493483,3.266671895980835,-0.08946982306851314,0.9733414645273514,-0.03946982306851332,0.9880616663099783,0.022135006584966605,0.028349405517230905,0.057391355965124506,0.05739342131505072,0.06621097954283851,0.1236768727834177,0.2751542556081496,0.04407681388361208,0.09775899182641722,0.002241008173582859,1.5040875831296592,1.5572097324427858,1.0353185212809162,goal_reached
s10septs2_last,9,2,measured,1789057105.6019762,pose,0.01096168390806741,0.007018185995837589,3.3488832742553107,3.2988832742553114,3.229003429412842,-0.11987984484246894,0.9642030387371066,-0.06987984484246956,0.978817121118587,0.02855187589343042,0.03480698786171354,0.06421399564800773,0.05897272454486163,0.06354266553580228,0.10677547259954387,0.26009280252342826,0.04877463065673779,0.04618804910263031,0.053811950897369794,1.5022562735838005,1.5781205324441678,1.0505002110454726,goal_reached
s10septs2_last,10,2,measured,1789057116.8128145,pose,0.008503480536855283,0.1809727611543348,3.2758427499093266,3.2258427499093267,3.2170865535736084,-0.05875619633571816,0.9820637921837535,-0.008756196335718336,0.9972856096795281,0.02394745979116344,0.028984761415484436,0.05554817122489407,0.06714524992264599,0.07701026155802536,0.1438526843602303,0.2324505498077669,0.049476446017161224,0.09789386262986312,0.002106137370136985,1.5028332124537505,1.5642787448976887,1.0408864616078142,goal_reached
